id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
876,68.56,Blazers & Jackets,North Face Blazers #876,North Face,152.09,Women,SKU-000876,10
877,137.74,Leggings,Prada Casual Leggings #877,Prada,366.43,Kids,SKU-000877,1
878,232.85,Underwear,Versace Boxers #878,Versace,428.29,Men,SKU-000878,5
879,205.01,Blazers & Jackets,Forever 21 Leather Jackets #879,Forever 21,411.22,Women,SKU-000879,7
880,128.0,Tops & Tees,J.Crew Tank Tops #880,J.Crew,325.72,Men,SKU-000880,10
881,70.64,Sleep & Lounge,Gap Robes #881,Gap,156.87,Men,SKU-000881,4
882,172.66,Pants & Capris,J.Crew Chinos #882,J.Crew,503.37,Kids,SKU-000882,1
883,148.55,Sleep & Lounge,Under Armour Pajamas #883,Under Armour,409.95,Men,SKU-000883,1
884,40.09,Sleep & Lounge,Wrangler Pajamas #884,Wrangler,74.3,Women,SKU-000884,2
885,172.76,Suits,Levi's Business Suits #885,Levi's,396.58,Kids,SKU-000885,4
886,84.55,Jeans,Tommy Hilfiger Bootcut Jeans #886,Tommy Hilfiger,251.65,Women,SKU-000886,7
887,6.92,Suits,Calvin Klein Business Suits #887,Calvin Klein,19.88,Men,SKU-000887,8
888,155.55,Shorts,Prada Athletic Shorts #888,Prada,443.51,Women,SKU-000888,4
889,11.51,Dresses,J.Crew Mini Dresses #889,J.Crew,24.62,Men,SKU-000889,8
890,109.41,Leggings,Calvin Klein Casual Leggings #890,Calvin Klein,343.24,Women,SKU-000890,9
891,58.71,Tops & Tees,Tommy Hilfiger Tank Tops #891,Tommy Hilfiger,169.5,Kids,SKU-000891,4
892,233.26,Accessories,Calvin Klein Belts #892,Calvin Klein,683.74,Kids,SKU-000892,5
893,239.85,Socks,Banana Republic Ankle Socks #893,Banana Republic,593.28,Men,SKU-000893,1
894,47.64,Active,Gucci Yoga Pants #894,Gucci,127.17,Kids,SKU-000894,5
895,38.96,Suits,New Balance Blazers #895,New Balance,81.37,Women,SKU-000895,3
896,235.8,Pants & Capris,Prada Chinos #896,Prada,590.1,Men,SKU-000896,9
897,173.88,Outerwear & Coats,Patagonia Vests #897,Patagonia,318.09,Women,SKU-000897,9
898,231.17,Shirts & Tops,H&M Casual Shirts #898,H&M,664.78,Women,SKU-000898,8
899,226.24,Intimates,Burberry Lingerie #899,Burberry,552.07,Men,SKU-000899,10
900,205.44,Dresses,Tommy Hilfiger Maxi Dresses #900,Tommy Hilfiger,456.2,Kids,SKU-000900,8
901,61.49,Suits,Zara Blazers #901,Zara,120.17,Women,SKU-000901,7
902,170.08,Leggings,Forever 21 Casual Leggings #902,Forever 21,337.22,Women,SKU-000902,3
903,182.68,Jeans,Gucci Straight Jeans #903,Gucci,438.61,Kids,SKU-000903,4
904,75.24,Sleep & Lounge,Burberry Robes #904,Burberry,189.53,Kids,SKU-000904,2
905,214.94,Intimates,Nike Lingerie #905,Nike,553.84,Women,SKU-000905,6
906,51.65,Leggings,Levi's Casual Leggings #906,Levi's,106.52,Men,SKU-000906,8
907,125.26,Active,Abercrombie Sports Bras #907,Abercrombie,237.91,Women,SKU-000907,3
908,187.75,Jeans,Gap Straight Jeans #908,Gap,383.42,Women,SKU-000908,9
909,238.83,Blazers & Jackets,Free People Blazers #909,Free People,612.91,Kids,SKU-000909,8
910,223.26,Socks,Burberry Ankle Socks #910,Burberry,625.06,Kids,SKU-000910,5
911,163.92,Sleep & Lounge,Adidas Robes #911,Adidas,484.23,Men,SKU-000911,10
912,172.4,Underwear,J.Crew Boxers #912,J.Crew,338.56,Kids,SKU-000912,7
913,248.78,Footwear,J.Crew Boots #913,J.Crew,531.28,Kids,SKU-000913,7
914,198.11,Accessories,Columbia Belts #914,Columbia,404.35,Men,SKU-000914,2
915,173.19,Shirts & Tops,Puma Polo Shirts #915,Puma,544.64,Women,SKU-000915,1
916,247.1,Fashion Hoodies & Sweatshirts,Gap Hoodies #916,Gap,568.95,Women,SKU-000916,3
917,62.58,Dresses,New Balance Mini Dresses #917,New Balance,175.59,Kids,SKU-000917,7
918,98.83,Swim,Ralph Lauren Swimwear #918,Ralph Lauren,295.4,Men,SKU-000918,2
919,216.52,Intimates,Ralph Lauren Bras & Bralettes #919,Ralph Lauren,444.71,Men,SKU-000919,8
920,29.41,Active,Patagonia Yoga Pants #920,Patagonia,57.95,Kids,SKU-000920,8
921,107.59,Outerwear & Coats,Adidas Vests #921,Adidas,202.44,Men,SKU-000921,7
922,110.25,Leggings,Under Armour Casual Leggings #922,Under Armour,204.43,Kids,SKU-000922,8
923,63.46,Outerwear & Coats,Burberry Jackets #923,Burberry,201.95,Women,SKU-000923,1
924,8.82,Accessories,Anthropologie Hats #924,Anthropologie,26.03,Men,SKU-000924,4
925,233.63,Accessories,Hollister Sunglasses #925,Hollister,647.85,Women,SKU-000925,6
926,166.95,Accessories,Free People Hats #926,Free People,521.09,Women,SKU-000926,10
927,98.49,Footwear,Burberry Sandals #927,Burberry,234.6,Men,SKU-000927,8
928,184.35,Jeans,Free People Bootcut Jeans #928,Free People,397.47,Kids,SKU-000928,10
929,128.73,Shirts & Tops,Gap Casual Shirts #929,Gap,233.22,Kids,SKU-000929,1
930,191.21,Intimates,H&M Lingerie #930,H&M,602.03,Women,SKU-000930,5
931,124.83,Outerwear & Coats,Reebok Coats #931,Reebok,241.75,Men,SKU-000931,8
932,41.08,Socks,Forever 21 Crew Socks #932,Forever 21,122.66,Women,SKU-000932,9
933,196.2,Socks,Puma Crew Socks #933,Puma,601.35,Men,SKU-000933,3
934,85.73,Outerwear & Coats,Calvin Klein Vests #934,Calvin Klein,168.19,Men,SKU-000934,5
935,95.42,Shirts & Tops,Puma Casual Shirts #935,Puma,243.76,Men,SKU-000935,7
936,164.62,Skirts,Adidas Mini Skirts #936,Adidas,304.55,Kids,SKU-000936,6
937,134.77,Underwear,UNIQLO Boxers #937,UNIQLO,314.51,Women,SKU-000937,5
938,158.25,Shorts,Patagonia Bermuda Shorts #938,Patagonia,330.51,Women,SKU-000938,5
939,36.46,Leggings,Ralph Lauren Workout Leggings #939,Ralph Lauren,115.17,Women,SKU-000939,7
940,90.17,Socks,Gucci Crew Socks #940,Gucci,206.61,Kids,SKU-000940,9
941,95.78,Swim,Reebok Swimwear #941,Reebok,275.97,Men,SKU-000941,8
942,31.86,Suits,Banana Republic Business Suits #942,Banana Republic,98.78,Women,SKU-000942,4
943,18.28,Fashion Hoodies & Sweatshirts,Forever 21 Hoodies #943,Forever 21,51.89,Men,SKU-000943,5
944,233.54,Footwear,Versace Sandals #944,Versace,524.89,Kids,SKU-000944,2
945,64.92,Outerwear & Coats,New Balance Vests #945,New Balance,150.2,Women,SKU-000945,5
946,155.95,Shirts & Tops,Ralph Lauren Polo Shirts #946,Ralph Lauren,315.83,Women,SKU-000946,7
947,21.1,Footwear,Under Armour Sandals #947,Under Armour,63.44,Women,SKU-000947,8
948,166.97,Socks,Abercrombie Crew Socks #948,Abercrombie,316.16,Men,SKU-000948,7
949,89.77,Active,Versace Sports Bras #949,Versace,260.86,Women,SKU-000949,10
950,146.51,Shorts,Gap Bermuda Shorts #950,Gap,279.92,Men,SKU-000950,1
951,45.43,Fashion Hoodies & Sweatshirts,Anthropologie Hoodies #951,Anthropologie,122.99,Men,SKU-000951,8
952,151.48,Suits,UNIQLO Blazers #952,UNIQLO,421.88,Kids,SKU-000952,1
953,33.38,Skirts,Nike A-Line Skirts #953,Nike,80.35,Men,SKU-000953,7
954,103.72,Intimates,Prada Lingerie #954,Prada,308.78,Men,SKU-000954,2
955,36.77,Fashion Hoodies & Sweatshirts,New Balance Hoodies #955,New Balance,70.66,Kids,SKU-000955,1
956,79.53,Shorts,Reebok Athletic Shorts #956,Reebok,183.35,Men,SKU-000956,4
957,59.69,Intimates,Puma Lingerie #957,Puma,124.0,Men,SKU-000957,7
958,216.89,Outerwear & Coats,Tommy Hilfiger Jackets #958,Tommy Hilfiger,677.15,Kids,SKU-000958,9
959,131.42,Sleep & Lounge,Columbia Robes #959,Columbia,310.94,Women,SKU-000959,8
960,58.4,Suits,New Balance Blazers #960,New Balance,178.82,Men,SKU-000960,5
961,168.54,Sleep & Lounge,Free People Robes #961,Free People,343.39,Men,SKU-000961,1
962,167.77,Skirts,Anthropologie A-Line Skirts #962,Anthropologie,381.45,Kids,SKU-000962,6
963,53.55,Leggings,Adidas Workout Leggings #963,Adidas,158.85,Women,SKU-000963,9
964,158.47,Swim,Prada Cover Ups #964,Prada,496.89,Men,SKU-000964,5
965,214.9,Tops & Tees,H&M Crop Tops #965,H&M,398.61,Kids,SKU-000965,9
966,229.13,Active,Ralph Lauren Sports Bras #966,Ralph Lauren,489.42,Kids,SKU-000966,2
967,247.19,Underwear,Under Armour Boxers #967,Under Armour,768.78,Kids,SKU-000967,8
968,126.69,Leggings,Ralph Lauren Workout Leggings #968,Ralph Lauren,376.2,Women,SKU-000968,4
969,26.79,Accessories,Zara Jewelry #969,Zara,73.06,Kids,SKU-000969,2
970,34.21,Shorts,Wrangler Athletic Shorts #970,Wrangler,72.4,Women,SKU-000970,1
971,218.57,Dresses,Free People Mini Dresses #971,Free People,527.07,Men,SKU-000971,8
972,30.84,Tops & Tees,Under Armour Tank Tops #972,Under Armour,82.57,Men,SKU-000972,2
973,6.41,Leggings,North Face Casual Leggings #973,North Face,18.65,Kids,SKU-000973,1
974,19.45,Intimates,Calvin Klein Bras & Bralettes #974,Calvin Klein,57.83,Women,SKU-000974,3
975,149.25,Shirts & Tops,Abercrombie Casual Shirts #975,Abercrombie,321.99,Kids,SKU-000975,1
976,209.49,Pants & Capris,J.Crew Jeans #976,J.Crew,603.15,Women,SKU-000976,10
977,160.88,Dresses,Prada Mini Dresses #977,Prada,484.28,Kids,SKU-000977,2
978,235.06,Sleep & Lounge,Under Armour Pajamas #978,Under Armour,510.83,Men,SKU-000978,4
979,83.96,Blazers & Jackets,Burberry Leather Jackets #979,Burberry,160.0,Men,SKU-000979,5
980,96.46,Skirts,Columbia A-Line Skirts #980,Columbia,266.58,Women,SKU-000980,9
981,236.28,Outerwear & Coats,Free People Jackets #981,Free People,630.74,Men,SKU-000981,8
982,232.97,Tops & Tees,Anthropologie Tank Tops #982,Anthropologie,624.67,Women,SKU-000982,10
983,186.82,Shirts & Tops,Reebok Casual Shirts #983,Reebok,516.12,Men,SKU-000983,10
984,189.7,Dresses,Wrangler Formal Dresses #984,Wrangler,571.37,Kids,SKU-000984,4
985,97.09,Socks,Abercrombie Crew Socks #985,Abercrombie,232.13,Kids,SKU-000985,10
986,38.23,Shorts,New Balance Athletic Shorts #986,New Balance,90.39,Women,SKU-000986,10
987,212.23,Sleep & Lounge,Versace Pajamas #987,Versace,632.76,Kids,SKU-000987,3
988,170.39,Blazers & Jackets,Wrangler Denim Jackets #988,Wrangler,426.54,Women,SKU-000988,7
989,231.95,Jeans,Under Armour Straight Jeans #989,Under Armour,655.65,Men,SKU-000989,6
990,238.61,Underwear,Under Armour Briefs #990,Under Armour,630.09,Kids,SKU-000990,8
991,174.51,Shorts,Puma Athletic Shorts #991,Puma,507.69,Women,SKU-000991,9
992,82.94,Intimates,Anthropologie Bras & Bralettes #992,Anthropologie,234.33,Men,SKU-000992,7
993,184.1,Leggings,Forever 21 Workout Leggings #993,Forever 21,532.51,Kids,SKU-000993,4
994,194.22,Socks,Tommy Hilfiger Crew Socks #994,Tommy Hilfiger,537.54,Men,SKU-000994,3
995,104.06,Skirts,New Balance Midi Skirts #995,New Balance,236.52,Kids,SKU-000995,1
996,226.65,Blazers & Jackets,North Face Blazers #996,North Face,524.77,Kids,SKU-000996,7
997,43.08,Intimates,J.Crew Lingerie #997,J.Crew,136.23,Men,SKU-000997,4
998,5.74,Accessories,Calvin Klein Bags #998,Calvin Klein,13.0,Women,SKU-000998,8
999,129.44,Fashion Hoodies & Sweatshirts,Hollister Hoodies #999,Hollister,393.78,Kids,SKU-000999,3
1000,86.75,Dresses,Wrangler Formal Dresses #1000,Wrangler,247.46,Men,SKU-001000,8
1001,18.51,Jeans,American Eagle Bootcut Jeans #1001,American Eagle,46.86,Women,SKU-001001,4
1002,184.32,Shorts,Under Armour Bermuda Shorts #1002,Under Armour,519.02,Kids,SKU-001002,10
1003,172.82,Intimates,Levi's Underwear #1003,Levi's,468.16,Women,SKU-001003,6
1004,76.93,Tops & Tees,American Eagle Blouses #1004,American Eagle,146.95,Men,SKU-001004,8
1005,138.76,Tops & Tees,Nike Tank Tops #1005,Nike,422.6,Kids,SKU-001005,9
1006,177.3,Jeans,H&M Straight Jeans #1006,H&M,506.42,Women,SKU-001006,3
1007,82.47,Tops & Tees,Reebok Crop Tops #1007,Reebok,216.07,Kids,SKU-001007,4
1008,208.44,Footwear,Burberry Boots #1008,Burberry,659.41,Men,SKU-001008,1
1009,233.7,Underwear,H&M Briefs #1009,H&M,627.16,Men,SKU-001009,7
1010,128.83,Blazers & Jackets,Tommy Hilfiger Blazers #1010,Tommy Hilfiger,300.33,Women,SKU-001010,9
1011,65.42,Shorts,Zara Bermuda Shorts #1011,Zara,195.35,Kids,SKU-001011,6
1012,20.44,Jeans,Under Armour Straight Jeans #1012,Under Armour,61.57,Women,SKU-001012,2
1013,32.24,Leggings,H&M Casual Leggings #1013,H&M,70.12,Men,SKU-001013,6
1014,121.7,Underwear,Banana Republic Boxers #1014,Banana Republic,232.44,Women,SKU-001014,9
1015,24.3,Underwear,Levi's Boxers #1015,Levi's,47.3,Women,SKU-001015,9
1016,13.56,Sleep & Lounge,Adidas Robes #1016,Adidas,41.85,Men,SKU-001016,7
1017,63.29,Shirts & Tops,Zara Polo Shirts #1017,Zara,121.89,Men,SKU-001017,8
1018,209.68,Footwear,Tommy Hilfiger Sneakers #1018,Tommy Hilfiger,478.83,Men,SKU-001018,5
1019,239.79,Suits,Hollister Business Suits #1019,Hollister,720.12,Women,SKU-001019,6
1020,199.48,Active,Zara Yoga Pants #1020,Zara,569.93,Men,SKU-001020,10
1021,104.51,Pants & Capris,North Face Leggings #1021,North Face,191.56,Men,SKU-001021,4
1022,105.96,Jeans,Calvin Klein Skinny Jeans #1022,Calvin Klein,236.38,Kids,SKU-001022,7
1023,234.62,Suits,Adidas Business Suits #1023,Adidas,508.35,Men,SKU-001023,6
1024,5.35,Dresses,UNIQLO Maxi Dresses #1024,UNIQLO,16.99,Kids,SKU-001024,2
1025,68.61,Skirts,Calvin Klein Midi Skirts #1025,Calvin Klein,125.39,Men,SKU-001025,7
1026,196.04,Skirts,Burberry A-Line Skirts #1026,Burberry,484.58,Kids,SKU-001026,9
1027,80.69,Shirts & Tops,Tommy Hilfiger T-Shirts #1027,Tommy Hilfiger,183.9,Women,SKU-001027,5
1028,20.88,Footwear,Tommy Hilfiger Flats #1028,Tommy Hilfiger,61.57,Kids,SKU-001028,4
1029,168.82,Active,Columbia Sports Bras #1029,Columbia,350.28,Women,SKU-001029,6
1030,234.87,Pants & Capris,Adidas Leggings #1030,Adidas,619.59,Men,SKU-001030,10
1031,196.02,Footwear,Prada Flats #1031,Prada,408.94,Women,SKU-001031,8
1032,156.47,Pants & Capris,Adidas Jeans #1032,Adidas,409.32,Men,SKU-001032,3
1033,241.66,Skirts,American Eagle Midi Skirts #1033,American Eagle,524.74,Women,SKU-001033,8
1034,29.01,Intimates,Patagonia Lingerie #1034,Patagonia,84.74,Kids,SKU-001034,1
1035,28.29,Active,Free People Sports Bras #1035,Free People,66.1,Kids,SKU-001035,4
1036,205.47,Socks,Wrangler Crew Socks #1036,Wrangler,600.18,Women,SKU-001036,3
1037,109.98,Suits,Levi's Business Suits #1037,Levi's,273.35,Kids,SKU-001037,2
1038,46.36,Shirts & Tops,UNIQLO Polo Shirts #1038,UNIQLO,102.47,Kids,SKU-001038,10
1039,227.98,Shirts & Tops,Reebok T-Shirts #1039,Reebok,478.0,Kids,SKU-001039,1
1040,190.75,Skirts,UNIQLO Mini Skirts #1040,UNIQLO,373.44,Women,SKU-001040,4
1041,33.4,Underwear,Tommy Hilfiger Boxers #1041,Tommy Hilfiger,83.21,Men,SKU-001041,2
1042,172.09,Shorts,Versace Athletic Shorts #1042,Versace,447.83,Women,SKU-001042,1
1043,39.46,Shorts,H&M Bermuda Shorts #1043,H&M,123.44,Men,SKU-001043,3
1044,143.43,Socks,Banana Republic Crew Socks #1044,Banana Republic,308.15,Men,SKU-001044,4
1045,65.57,Active,Zara Sports Bras #1045,Zara,157.66,Men,SKU-001045,9
1046,81.22,Blazers & Jackets,Levi's Leather Jackets #1046,Levi's,186.45,Kids,SKU-001046,1
1047,30.36,Footwear,Columbia Sneakers #1047,Columbia,88.37,Men,SKU-001047,8
1048,135.31,Pants & Capris,New Balance Shorts #1048,New Balance,359.09,Women,SKU-001048,3
1049,99.61,Pants & Capris,Ralph Lauren Chinos #1049,Ralph Lauren,201.76,Men,SKU-001049,2
1050,151.48,Jeans,Versace Skinny Jeans #1050,Versace,273.49,Women,SKU-001050,9
1051,217.31,Skirts,Ralph Lauren A-Line Skirts #1051,Ralph Lauren,683.43,Kids,SKU-001051,8
1052,58.34,Socks,Banana Republic Crew Socks #1052,Banana Republic,116.37,Women,SKU-001052,3
1053,53.99,Footwear,UNIQLO Boots #1053,UNIQLO,171.63,Men,SKU-001053,9
1054,24.26,Outerwear & Coats,Reebok Coats #1054,Reebok,55.23,Kids,SKU-001054,2
1055,195.57,Tops & Tees,Levi's Tank Tops #1055,Levi's,609.78,Kids,SKU-001055,9
1056,6.82,Footwear,Prada Flats #1056,Prada,14.74,Kids,SKU-001056,5
1057,57.63,Pants & Capris,Burberry Shorts #1057,Burberry,125.43,Men,SKU-001057,1
1058,168.59,Active,Columbia Athletic Shorts #1058,Columbia,311.4,Men,SKU-001058,6
1059,146.86,Dresses,Forever 21 Maxi Dresses #1059,Forever 21,394.3,Women,SKU-001059,5
1060,189.92,Tops & Tees,Wrangler Tank Tops #1060,Wrangler,415.71,Kids,SKU-001060,6
1061,83.22,Shirts & Tops,Columbia Polo Shirts #1061,Columbia,150.4,Men,SKU-001061,9
1062,230.91,Underwear,Puma Briefs #1062,Puma,500.93,Men,SKU-001062,3
1063,168.86,Fashion Hoodies & Sweatshirts,J.Crew Hoodies #1063,J.Crew,310.47,Men,SKU-001063,7
1064,5.13,Skirts,Prada Mini Skirts #1064,Prada,14.3,Kids,SKU-001064,3
1065,166.55,Dresses,Ralph Lauren Mini Dresses #1065,Ralph Lauren,404.39,Women,SKU-001065,2
1066,45.43,Footwear,New Balance Sandals #1066,New Balance,114.72,Men,SKU-001066,10
1067,47.11,Accessories,H&M Sunglasses #1067,H&M,119.02,Men,SKU-001067,4
1068,139.64,Intimates,American Eagle Underwear #1068,American Eagle,393.7,Men,SKU-001068,9
1069,121.11,Swim,Nike Swimwear #1069,Nike,303.15,Kids,SKU-001069,1
1070,147.17,Underwear,Gap Boxers #1070,Gap,291.56,Women,SKU-001070,3
1071,201.38,Shirts & Tops,North Face T-Shirts #1071,North Face,439.66,Kids,SKU-001071,3
1072,68.51,Outerwear & Coats,Prada Vests #1072,Prada,177.5,Kids,SKU-001072,4
1073,37.02,Swim,Puma Swimwear #1073,Puma,110.48,Kids,SKU-001073,10
1074,10.57,Intimates,Gucci Bras & Bralettes #1074,Gucci,30.79,Women,SKU-001074,3
1075,231.5,Dresses,Patagonia Maxi Dresses #1075,Patagonia,460.84,Kids,SKU-001075,6
1076,207.92,Blazers & Jackets,Hollister Leather Jackets #1076,Hollister,636.31,Kids,SKU-001076,4
1077,46.37,Suits,Free People Blazers #1077,Free People,134.74,Women,SKU-001077,4
1078,139.98,Dresses,Ralph Lauren Mini Dresses #1078,Ralph Lauren,419.65,Women,SKU-001078,8
1079,122.89,Shorts,Nike Bermuda Shorts #1079,Nike,313.1,Women,SKU-001079,8
1080,137.81,Shirts & Tops,Adidas Casual Shirts #1080,Adidas,276.69,Men,SKU-001080,7
1081,200.07,Intimates,Reebok Lingerie #1081,Reebok,463.53,Kids,SKU-001081,10
1082,85.01,Dresses,Adidas Formal Dresses #1082,Adidas,265.61,Kids,SKU-001082,2
1083,107.08,Dresses,North Face Mini Dresses #1083,North Face,250.19,Kids,SKU-001083,1
1084,181.06,Intimates,Columbia Lingerie #1084,Columbia,570.95,Kids,SKU-001084,5
1085,30.19,Sleep & Lounge,Free People Robes #1085,Free People,73.03,Women,SKU-001085,6
1086,77.45,Sleep & Lounge,Calvin Klein Pajamas #1086,Calvin Klein,239.28,Men,SKU-001086,8
1087,89.26,Socks,Levi's Ankle Socks #1087,Levi's,244.79,Kids,SKU-001087,1
1088,146.07,Shirts & Tops,Gucci T-Shirts #1088,Gucci,366.43,Kids,SKU-001088,9
1089,176.17,Outerwear & Coats,American Eagle Coats #1089,American Eagle,560.25,Women,SKU-001089,8
1090,23.23,Fashion Hoodies & Sweatshirts,North Face Crewneck Sweatshirts #1090,North Face,51.97,Men,SKU-001090,3
1091,231.16,Sleep & Lounge,Wrangler Robes #1091,Wrangler,608.62,Kids,SKU-001091,6
1092,78.99,Shorts,Hollister Bermuda Shorts #1092,Hollister,216.44,Kids,SKU-001092,8
1093,152.05,Swim,Under Armour Swimwear #1093,Under Armour,291.46,Women,SKU-001093,1
1094,103.4,Socks,Forever 21 Ankle Socks #1094,Forever 21,218.37,Women,SKU-001094,6
1095,233.69,Underwear,H&M Boxers #1095,H&M,479.38,Kids,SKU-001095,5
1096,26.23,Intimates,American Eagle Underwear #1096,American Eagle,58.98,Kids,SKU-001096,9
1097,245.94,Skirts,Calvin Klein Midi Skirts #1097,Calvin Klein,666.17,Women,SKU-001097,4
1098,31.93,Fashion Hoodies & Sweatshirts,Adidas Crewneck Sweatshirts #1098,Adidas,72.8,Men,SKU-001098,3
1099,132.87,Shirts & Tops,UNIQLO T-Shirts #1099,UNIQLO,332.22,Kids,SKU-001099,6
1100,224.14,Underwear,Patagonia Briefs #1100,Patagonia,599.25,Kids,SKU-001100,7
1101,55.3,Suits,H&M Blazers #1101,H&M,130.04,Men,SKU-001101,7
1102,73.26,Skirts,New Balance Midi Skirts #1102,New Balance,140.91,Women,SKU-001102,8
1103,5.15,Footwear,American Eagle Sneakers #1103,American Eagle,9.94,Kids,SKU-001103,9
1104,6.18,Swim,Abercrombie Swimwear #1104,Abercrombie,14.67,Women,SKU-001104,9
1105,62.62,Dresses,Tommy Hilfiger Mini Dresses #1105,Tommy Hilfiger,146.42,Men,SKU-001105,5
1106,130.89,Sleep & Lounge,Zara Robes #1106,Zara,350.2,Kids,SKU-001106,9
1107,127.64,Shirts & Tops,Columbia Polo Shirts #1107,Columbia,348.39,Men,SKU-001107,6
1108,89.86,Pants & Capris,Patagonia Shorts #1108,Patagonia,271.51,Women,SKU-001108,7
1109,225.07,Sleep & Lounge,Anthropologie Pajamas #1109,Anthropologie,490.11,Kids,SKU-001109,10
1110,156.17,Footwear,Nike Boots #1110,Nike,291.91,Men,SKU-001110,1
1111,107.02,Underwear,Adidas Boxers #1111,Adidas,241.46,Women,SKU-001111,10
1112,176.87,Fashion Hoodies & Sweatshirts,Patagonia Hoodies #1112,Patagonia,364.97,Kids,SKU-001112,4
1113,240.07,Pants & Capris,Puma Shorts #1113,Puma,488.74,Kids,SKU-001113,7
1114,63.23,Tops & Tees,American Eagle Blouses #1114,American Eagle,118.08,Kids,SKU-001114,6
1115,143.89,Intimates,Columbia Underwear #1115,Columbia,391.05,Kids,SKU-001115,7
1116,19.74,Footwear,Reebok Sneakers #1116,Reebok,47.9,Women,SKU-001116,1
1117,97.08,Sleep & Lounge,Under Armour Pajamas #1117,Under Armour,188.06,Kids,SKU-001117,6
1118,137.38,Underwear,Abercrombie Boxers #1118,Abercrombie,310.4,Women,SKU-001118,8
1119,174.19,Tops & Tees,Tommy Hilfiger Crop Tops #1119,Tommy Hilfiger,487.37,Men,SKU-001119,4
1120,94.26,Underwear,Zara Boxers #1120,Zara,280.81,Kids,SKU-001120,7
1121,67.74,Jeans,Banana Republic Bootcut Jeans #1121,Banana Republic,175.49,Men,SKU-001121,4
1122,199.3,Footwear,Reebok Flats #1122,Reebok,573.3,Women,SKU-001122,7
1123,158.79,Leggings,Nike Workout Leggings #1123,Nike,463.07,Men,SKU-001123,9
1124,63.38,Jeans,North Face Bootcut Jeans #1124,North Face,119.31,Kids,SKU-001124,10
1125,10.61,Blazers & Jackets,North Face Blazers #1125,North Face,28.42,Women,SKU-001125,9
1126,36.5,Shirts & Tops,J.Crew Casual Shirts #1126,J.Crew,115.0,Men,SKU-001126,3
1127,138.35,Suits,Free People Blazers #1127,Free People,265.47,Kids,SKU-001127,10
1128,118.52,Shirts & Tops,J.Crew T-Shirts #1128,J.Crew,229.68,Men,SKU-001128,6
1129,249.38,Shirts & Tops,Nike Polo Shirts #1129,Nike,749.02,Men,SKU-001129,5
1130,111.51,Accessories,Versace Hats #1130,Versace,309.98,Men,SKU-001130,1
1131,235.98,Swim,UNIQLO Cover Ups #1131,UNIQLO,690.54,Kids,SKU-001131,6
1132,82.31,Underwear,Anthropologie Briefs #1132,Anthropologie,158.81,Men,SKU-001132,6
1133,138.54,Footwear,UNIQLO Sandals #1133,UNIQLO,404.04,Men,SKU-001133,8
1134,100.78,Sleep & Lounge,Zara Robes #1134,Zara,217.28,Kids,SKU-001134,10
1135,177.4,Intimates,Abercrombie Bras & Bralettes #1135,Abercrombie,326.29,Kids,SKU-001135,10
1136,78.67,Intimates,Ralph Lauren Underwear #1136,Ralph Lauren,235.88,Kids,SKU-001136,7
1137,40.45,Dresses,J.Crew Formal Dresses #1137,J.Crew,79.01,Men,SKU-001137,6
1138,58.19,Socks,Abercrombie Ankle Socks #1138,Abercrombie,152.16,Kids,SKU-001138,1
1139,103.57,Blazers & Jackets,Versace Denim Jackets #1139,Versace,238.14,Kids,SKU-001139,3
1140,242.0,Footwear,Gap Sandals #1140,Gap,517.12,Women,SKU-001140,6
1141,230.66,Shorts,Nike Athletic Shorts #1141,Nike,527.3,Men,SKU-001141,9
1142,95.35,Pants & Capris,Levi's Jeans #1142,Levi's,179.42,Men,SKU-001142,8
1143,59.82,Blazers & Jackets,Calvin Klein Leather Jackets #1143,Calvin Klein,111.25,Men,SKU-001143,10
1144,219.23,Skirts,Reebok A-Line Skirts #1144,Reebok,569.2,Women,SKU-001144,3
1145,106.71,Blazers & Jackets,American Eagle Blazers #1145,American Eagle,222.9,Men,SKU-001145,10
1146,5.3,Socks,Gap Ankle Socks #1146,Gap,12.96,Men,SKU-001146,8
1147,128.71,Dresses,Gucci Maxi Dresses #1147,Gucci,382.66,Men,SKU-001147,4
1148,87.19,Accessories,H&M Sunglasses #1148,H&M,253.88,Women,SKU-001148,3
1149,246.89,Blazers & Jackets,Zara Blazers #1149,Zara,779.95,Kids,SKU-001149,9
1150,194.79,Accessories,Forever 21 Belts #1150,Forever 21,386.79,Kids,SKU-001150,1
1151,59.58,Swim,Gucci Swimwear #1151,Gucci,130.22,Kids,SKU-001151,7
1152,28.0,Shorts,Nike Athletic Shorts #1152,Nike,86.62,Men,SKU-001152,6
1153,88.33,Socks,H&M Crew Socks #1153,H&M,195.48,Women,SKU-001153,9
1154,48.54,Socks,UNIQLO Ankle Socks #1154,UNIQLO,144.48,Men,SKU-001154,9
1155,31.09,Blazers & Jackets,Forever 21 Denim Jackets #1155,Forever 21,78.12,Kids,SKU-001155,9
1156,142.86,Socks,Versace Crew Socks #1156,Versace,279.3,Men,SKU-001156,3
1157,238.05,Sleep & Lounge,Tommy Hilfiger Robes #1157,Tommy Hilfiger,584.07,Men,SKU-001157,2
1158,154.82,Jeans,Forever 21 Straight Jeans #1158,Forever 21,434.44,Kids,SKU-001158,4
1159,190.75,Accessories,H&M Belts #1159,H&M,490.78,Men,SKU-001159,9
